surveyId,landsat_red_2008_1,landsat_red_2008_2,landsat_red_2008_3,landsat_red_2008_4,landsat_red_2009_1,landsat_red_2009_2,landsat_red_2009_3,landsat_red_2009_4,landsat_red_2010_1,landsat_red_2010_2,landsat_red_2010_3,landsat_red_2010_4,landsat_red_2011_1,landsat_red_2011_2,landsat_red_2011_3,landsat_red_2011_4,landsat_red_2012_1,landsat_red_2012_2,landsat_red_2012_3,landsat_red_2012_4,landsat_red_2013_1,landsat_red_2013_2,landsat_red_2013_3,landsat_red_2013_4,landsat_red_2014_1,landsat_red_2014_2,landsat_red_2014_3,landsat_red_2014_4,landsat_red_2015_1,landsat_red_2015_2,landsat_red_2015_3,landsat_red_2015_4,landsat_red_2016_1,landsat_red_2016_2,landsat_red_2016_3,landsat_red_2016_4,landsat_red_2017_1,landsat_red_2017_2,landsat_red_2017_3,landsat_red_2017_4,landsat_green_2008_1,landsat_green_2008_2,landsat_green_2008_3,landsat_green_2008_4,landsat_green_2009_1,landsat_green_2009_2,landsat_green_2009_3,landsat_green_2009_4,landsat_green_2010_1,landsat_green_2010_2,landsat_green_2010_3,landsat_green_2010_4,landsat_green_2011_1,landsat_green_2011_2,landsat_green_2011_3,landsat_green_2011_4,landsat_green_2012_1,landsat_green_2012_2,landsat_green_2012_3,landsat_green_2012_4,landsat_green_2013_1,landsat_green_2013_2,landsat_green_2013_3,landsat_green_2013_4,landsat_green_2014_1,landsat_green_2014_2,landsat_green_2014_3,landsat_green_2014_4,landsat_green_2015_1,landsat_green_2015_2,landsat_green_2015_3,landsat_green_2015_4,landsat_green_2016_1,landsat_green_2016_2,landsat_green_2016_3,landsat_green_2016_4,landsat_green_2017_1,landsat_green_2017_2,landsat_green_2017_3,landsat_green_2017_4,landsat_blue_2008_1,landsat_blue_2008_2,landsat_blue_2008_3,landsat_blue_2008_4,landsat_blue_2009_1,landsat_blue_2009_2,landsat_blue_2009_3,landsat_blue_2009_4,landsat_blue_2010_1,landsat_blue_2010_2,landsat_blue_2010_3,landsat_blue_2010_4,landsat_blue_2011_1,landsat_blue_2011_2,landsat_blue_2011_3,landsat_blue_2011_4,landsat_blue_2012_1,landsat_blue_2012_2,landsat_blue_2012_3,landsat_blue_2012_4,landsat_blue_2013_1,landsat_blue_2013_2,landsat_blue_2013_3,landsat_blue_2013_4,landsat_blue_2014_1,landsat_blue_2014_2,landsat_blue_2014_3,landsat_blue_2014_4,landsat_blue_2015_1,landsat_blue_2015_2,landsat_blue_2015_3,landsat_blue_2015_4,landsat_blue_2016_1,landsat_blue_2016_2,landsat_blue_2016_3,landsat_blue_2016_4,landsat_blue_2017_1,landsat_blue_2017_2,landsat_blue_2017_3,landsat_blue_2017_4,landsat_nir_2008_1,landsat_nir_2008_2,landsat_nir_2008_3,landsat_nir_2008_4,landsat_nir_2009_1,landsat_nir_2009_2,landsat_nir_2009_3,landsat_nir_2009_4,landsat_nir_2010_1,landsat_nir_2010_2,landsat_nir_2010_3,landsat_nir_2010_4,landsat_nir_2011_1,landsat_nir_2011_2,landsat_nir_2011_3,landsat_nir_2011_4,landsat_nir_2012_1,landsat_nir_2012_2,landsat_nir_2012_3,landsat_nir_2012_4,landsat_nir_2013_1,landsat_nir_2013_2,landsat_nir_2013_3,landsat_nir_2013_4,landsat_nir_2014_1,landsat_nir_2014_2,landsat_nir_2014_3,landsat_nir_2014_4,landsat_nir_2015_1,landsat_nir_2015_2,landsat_nir_2015_3,landsat_nir_2015_4,landsat_nir_2016_1,landsat_nir_2016_2,landsat_nir_2016_3,landsat_nir_2016_4,landsat_nir_2017_1,landsat_nir_2017_2,landsat_nir_2017_3,landsat_nir_2017_4
772,14.0,13.0,11.0,13.0,14.0,13.0,17.0,12.0,12.0,13.0,12.0,11.0,12.0,14.0,18.0,14.0,12.0,14.0,14.0,13.0,11.0,13.0,14.0,14.0,12.0,16.0,12.0,15.0,12.0,13.0,15.0,14.0,11.0,14.0,12.0,14.0,12.0,16.0,13.0,16.0,13.0,15.0,15.0,15.0,13.0,15.0,17.0,15.0,14.0,14.0,14.0,14.0,13.0,14.0,17.0,13.0,14.0,14.0,15.0,11.0,16.0,14.0,14.0,13.0,12.0,16.0,14.0,14.0,14.0,15.0,16.0,14.0,13.0,15.0,13.0,15.0,14.0,16.0,16.0,15.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0,8.0,6.0,6.0,5.0,6.0,6.0,10.0,6.0,6.0,7.0,6.0,5.0,9.0,6.0,5.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,5.0,6.0,5.0,7.0,6.0,8.0,6.0,7.0,55.0,73.0,101.0,95.0,55.0,83.0,86.0,79.0,56.0,67.0,82.0,79.0,55.0,49.0,79.0,53.0,56.0,61.0,80.0,42.0,56.0,51.0,87.0,48.0,45.0,54.0,69.0,50.0,56.0,66.0,67.0,51.0,61.0,62.0,77.0,66.0,58.0,71.0,84.0,52.0
779,14.0,15.0,5.0,6.0,14.0,10.0,5.0,11.0,14.0,14.0,6.0,11.0,14.0,12.0,6.0,11.0,14.0,16.0,6.0,11.0,14.0,12.0,5.0,11.0,13.0,11.0,9.0,10.0,14.0,10.0,2.0,15.0,15.0,12.0,5.0,7.0,12.0,11.0,5.0,9.0,13.0,15.0,8.0,9.0,12.0,12.0,10.0,12.0,13.0,15.0,10.0,12.0,12.0,15.0,10.0,12.0,12.0,15.0,9.0,12.0,13.0,14.0,9.0,11.0,13.0,12.0,11.0,12.0,13.0,13.0,10.0,13.0,14.0,14.0,10.0,10.0,12.0,12.0,9.0,12.0,6.0,7.0,2.0,3.0,5.0,6.0,4.0,6.0,6.0,7.0,3.0,4.0,7.0,5.0,3.0,6.0,6.0,7.0,3.0,4.0,6.0,5.0,3.0,4.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,6.0,8.0,5.0,4.0,4.0,6.0,5.0,4.0,5.0,52.0,58.0,77.0,36.0,52.0,81.0,82.0,56.0,52.0,63.0,76.0,57.0,49.0,56.0,75.0,57.0,50.0,44.0,58.0,56.0,49.0,64.0,74.0,60.0,49.0,67.0,68.0,62.0,47.0,65.0,67.0,50.0,42.0,67.0,62.0,64.0,51.0,61.0,74.0,64.0
841,15.0,20.0,17.0,16.0,16.0,17.0,13.0,14.0,16.0,23.0,15.0,15.0,16.0,22.0,15.0,14.0,16.0,19.0,15.0,15.0,16.0,22.0,15.0,14.0,17.0,20.0,13.0,16.0,16.0,23.0,15.0,15.0,17.0,19.0,10.0,13.0,16.0,17.0,13.0,11.0,15.0,17.0,17.0,14.0,16.0,15.0,13.0,14.0,15.0,19.0,14.0,15.0,16.0,19.0,14.0,14.0,16.0,15.0,14.0,15.0,15.0,19.0,15.0,13.0,16.0,17.0,14.0,15.0,16.0,18.0,15.0,15.0,16.0,18.0,12.0,13.0,14.0,15.0,14.0,11.0,6.0,8.0,11.0,6.0,7.0,7.0,6.0,6.0,7.0,10.0,7.0,6.0,7.0,9.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,9.0,7.0,6.0,7.0,9.0,6.0,7.0,7.0,9.0,7.0,8.0,7.0,9.0,5.0,6.0,6.0,7.0,6.0,4.0,72.0,59.0,74.0,64.0,72.0,55.0,63.0,64.0,74.0,67.0,68.0,68.0,72.0,65.0,67.0,64.0,72.0,65.0,68.0,64.0,74.0,70.0,70.0,59.0,71.0,69.0,70.0,63.0,70.0,68.0,67.0,66.0,70.0,70.0,70.0,58.0,65.0,63.0,72.0,42.0
878,10.0,12.0,11.0,13.0,10.0,13.0,11.0,13.0,12.0,12.0,12.0,11.0,10.0,13.0,11.0,11.0,9.0,12.0,12.0,11.0,10.0,14.0,13.0,11.0,11.0,15.0,13.0,12.0,12.0,14.0,14.0,13.0,11.0,13.0,14.0,12.0,11.0,14.0,11.0,11.0,11.0,12.0,13.0,13.0,11.0,12.0,12.0,13.0,12.0,13.0,13.0,12.0,11.0,13.0,12.0,12.0,11.0,13.0,13.0,13.0,11.0,14.0,14.0,11.0,11.0,14.0,14.0,13.0,12.0,14.0,14.0,13.0,12.0,14.0,14.0,13.0,12.0,14.0,13.0,12.0,4.0,5.0,5.0,6.0,4.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,7.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0,5.0,48.0,58.0,59.0,57.0,48.0,59.0,62.0,53.0,54.0,54.0,58.0,53.0,46.0,59.0,57.0,55.0,43.0,53.0,64.0,59.0,45.0,59.0,64.0,47.0,46.0,57.0,64.0,50.0,48.0,59.0,67.0,57.0,45.0,60.0,63.0,55.0,49.0,60.0,61.0,53.0
970,6.0,6.0,4.0,6.0,8.0,4.0,3.0,8.0,8.0,6.0,5.0,5.0,10.0,6.0,4.0,5.0,8.0,6.0,4.0,8.0,8.0,6.0,5.0,7.0,8.0,6.0,9.0,13.0,8.0,6.0,4.0,8.0,8.0,6.0,4.0,7.0,9.0,6.0,5.0,7.0,9.0,8.0,7.0,8.0,9.0,6.0,6.0,11.0,9.0,7.0,8.0,8.0,9.0,8.0,7.0,9.0,9.0,8.0,6.0,10.0,9.0,8.0,8.0,10.0,10.0,8.0,13.0,14.0,9.0,8.0,7.0,10.0,9.0,8.0,7.0,10.0,11.0,8.0,8.0,9.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,9.0,8.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,73.0,59.0,58.0,67.0,64.0,58.0,63.0,71.0,65.0,59.0,61.0,68.0,64.0,56.0,57.0,63.0,66.0,59.0,60.0,71.0,66.0,59.0,58.0,74.0,66.0,59.0,78.0,82.0,56.0,59.0,63.0,75.0,70.0,61.0,62.0,74.0,77.0,63.0,61.0,64.0
980,10.0,9.0,7.0,7.0,10.0,9.0,7.0,8.0,10.0,9.0,8.0,10.0,8.0,8.0,7.0,8.0,6.0,9.0,7.0,9.0,6.0,8.0,6.0,7.0,6.0,8.0,6.0,8.0,6.0,9.0,6.0,10.0,6.0,9.0,5.0,9.0,9.0,9.0,5.0,7.0,12.0,12.0,10.0,10.0,12.0,12.0,10.0,10.0,12.0,12.0,11.0,10.0,10.0,11.0,9.0,10.0,9.0,14.0,10.0,11.0,9.0,12.0,10.0,9.0,9.0,11.0,9.0,10.0,9.0,12.0,10.0,12.0,9.0,11.0,9.0,12.0,10.0,12.0,9.0,9.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,3.0,6.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,5.0,4.0,5.0,2.0,3.0,51.0,75.0,80.0,45.0,51.0,67.0,80.0,72.0,51.0,84.0,81.0,77.0,50.0,61.0,87.0,68.0,49.0,70.0,79.0,74.0,49.0,68.0,81.0,61.0,49.0,54.0,86.0,72.0,49.0,56.0,84.0,89.0,49.0,71.0,85.0,69.0,52.0,67.0,89.0,76.0
1149,121.0,17.0,15.0,18.0,74.0,19.0,13.0,16.0,26.0,21.0,14.0,18.0,26.0,21.0,14.0,16.0,26.0,20.0,11.0,16.0,22.0,23.0,13.0,17.0,26.0,25.0,15.0,16.0,24.0,23.0,12.0,20.0,18.0,21.0,14.0,21.0,24.0,21.0,13.0,15.0,114.0,18.0,18.0,20.0,68.0,19.0,17.0,19.0,22.0,21.0,17.0,19.0,22.0,19.0,17.0,18.0,22.0,20.0,16.0,18.0,20.0,21.0,17.0,18.0,22.0,22.0,18.0,17.0,20.0,22.0,16.0,17.0,17.0,20.0,18.0,19.0,20.0,19.0,15.0,16.0,98.0,9.0,10.0,8.0,55.0,9.0,8.0,8.0,12.0,10.0,8.0,9.0,12.0,10.0,8.0,9.0,12.0,10.0,7.0,8.0,10.0,10.0,8.0,8.0,12.0,12.0,10.0,7.0,12.0,12.0,8.0,8.0,9.0,11.0,8.0,10.0,12.0,9.0,5.0,7.0,153.0,68.0,87.0,80.0,116.0,77.0,86.0,84.0,80.0,72.0,82.0,86.0,80.0,71.0,86.0,82.0,80.0,72.0,87.0,82.0,70.0,81.0,85.0,81.0,80.0,70.0,98.0,80.0,70.0,71.0,101.0,74.0,59.0,72.0,104.0,75.0,70.0,72.0,86.0,73.0
1186,16.0,21.0,15.0,15.0,16.0,21.0,17.0,15.0,16.0,17.0,16.0,14.0,16.0,19.0,16.0,17.0,16.0,17.0,21.0,15.0,16.0,19.0,17.0,14.0,16.0,20.0,18.0,15.0,16.0,20.0,16.0,14.0,13.0,17.0,17.0,14.0,13.0,18.0,16.0,14.0,17.0,20.0,17.0,17.0,17.0,19.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,19.0,22.0,16.0,17.0,19.0,19.0,15.0,17.0,20.0,19.0,18.0,17.0,20.0,19.0,16.0,14.0,19.0,18.0,15.0,13.0,19.0,18.0,15.0,8.0,11.0,8.0,9.0,8.0,13.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,10.0,13.0,8.0,8.0,10.0,9.0,7.0,8.0,11.0,9.0,9.0,9.0,12.0,9.0,7.0,6.0,9.0,9.0,8.0,6.0,10.0,9.0,7.0,65.0,64.0,69.0,64.0,61.0,73.0,67.0,64.0,61.0,67.0,64.0,63.0,65.0,68.0,59.0,65.0,63.0,71.0,70.0,58.0,61.0,74.0,77.0,56.0,65.0,78.0,74.0,76.0,61.0,79.0,75.0,63.0,56.0,78.0,82.0,67.0,52.0,76.0,74.0,65.0
1191,24.0,9.0,10.0,16.0,24.0,15.0,9.0,9.0,24.0,20.0,9.0,15.0,19.0,16.0,10.0,14.0,19.0,22.0,9.0,12.0,19.0,11.0,9.0,15.0,26.0,21.0,7.0,12.0,8.0,23.0,8.0,12.0,24.0,26.0,8.0,8.0,22.0,12.0,9.0,16.0,20.0,12.0,13.0,14.0,20.0,15.0,12.0,12.0,20.0,18.0,14.0,15.0,18.0,15.0,13.0,14.0,18.0,18.0,13.0,13.0,18.0,13.0,14.0,14.0,21.0,19.0,12.0,14.0,8.0,18.0,13.0,14.0,20.0,22.0,13.0,12.0,18.0,14.0,14.0,15.0,10.0,4.0,3.0,4.0,10.0,6.0,4.0,2.0,10.0,9.0,6.0,5.0,9.0,6.0,4.0,5.0,9.0,8.0,4.0,3.0,9.0,5.0,4.0,4.0,11.0,10.0,2.0,4.0,3.0,10.0,4.0,4.0,10.0,13.0,4.0,3.0,9.0,5.0,4.0,5.0,72.0,89.0,85.0,72.0,72.0,80.0,97.0,82.0,72.0,73.0,104.0,78.0,76.0,83.0,95.0,77.0,73.0,72.0,99.0,73.0,73.0,82.0,109.0,79.0,73.0,77.0,99.0,70.0,42.0,68.0,99.0,78.0,74.0,68.0,99.0,90.0,74.0,80.0,104.0,82.0
1264,9.0,13.0,6.0,10.0,9.0,12.0,7.0,7.0,9.0,10.0,11.0,10.0,13.0,10.0,6.0,11.0,13.0,10.0,4.0,10.0,11.0,9.0,6.0,9.0,13.0,12.0,6.0,10.0,13.0,11.0,5.0,11.0,9.0,10.0,5.0,11.0,19.0,13.0,8.0,12.0,9.0,12.0,10.0,10.0,9.0,12.0,9.0,10.0,9.0,12.0,12.0,11.0,13.0,12.0,11.0,11.0,13.0,12.0,9.0,11.0,12.0,10.0,10.0,9.0,13.0,13.0,10.0,11.0,13.0,13.0,11.0,11.0,11.0,12.0,9.0,11.0,20.0,13.0,11.0,12.0,2.0,6.0,4.0,5.0,2.0,6.0,4.0,4.0,2.0,5.0,5.0,5.0,8.0,5.0,5.0,6.0,8.0,5.0,3.0,5.0,6.0,4.0,4.0,4.0,8.0,6.0,5.0,5.0,8.0,5.0,5.0,6.0,4.0,5.0,4.0,7.0,17.0,6.0,5.0,6.0,42.0,41.0,72.0,58.0,42.0,56.0,70.0,63.0,42.0,54.0,64.0,54.0,43.0,56.0,70.0,60.0,43.0,53.0,66.0,57.0,45.0,51.0,67.0,49.0,43.0,58.0,72.0,57.0,47.0,52.0,66.0,49.0,47.0,56.0,73.0,46.0,55.0,44.0,72.0,50.0
1386,79.0,9.0,10.0,14.0,12.0,15.0,14.0,15.0,13.0,12.0,13.0,12.0,12.0,11.0,14.0,13.0,11.0,10.0,9.0,9.0,12.0,6.0,16.0,14.0,12.0,15.0,15.0,16.0,10.0,14.0,15.0,15.0,13.0,15.0,9.0,12.0,14.0,18.0,15.0,13.0,80.0,10.0,12.0,14.0,12.0,14.0,14.0,14.0,12.0,14.0,13.0,13.0,11.0,12.0,14.0,13.0,10.0,10.0,12.0,11.0,11.0,8.0,14.0,13.0,11.0,13.0,15.0,15.0,9.0,14.0,15.0,12.0,13.0,14.0,9.0,12.0,14.0,16.0,15.0,12.0,67.0,4.0,5.0,7.0,6.0,7.0,7.0,7.0,5.0,7.0,5.0,6.0,5.0,5.0,6.0,7.0,4.0,4.0,6.0,4.0,5.0,2.0,7.0,7.0,5.0,6.0,9.0,7.0,3.0,7.0,9.0,8.0,5.0,5.0,4.0,6.0,6.0,9.0,7.0,6.0,107.0,38.0,52.0,58.0,55.0,41.0,52.0,57.0,50.0,58.0,58.0,59.0,41.0,53.0,55.0,56.0,38.0,40.0,61.0,45.0,41.0,49.0,42.0,50.0,41.0,33.0,61.0,56.0,35.0,39.0,59.0,58.0,50.0,42.0,46.0,42.0,56.0,52.0,51.0,42.0
1393,8.0,13.0,11.0,13.0,8.0,12.0,11.0,12.0,8.0,15.0,15.0,12.0,8.0,12.0,11.0,13.0,10.0,9.0,18.0,11.0,11.0,12.0,12.0,11.0,11.0,10.0,9.0,12.0,11.0,15.0,12.0,12.0,11.0,13.0,13.0,16.0,11.0,16.0,11.0,12.0,11.0,15.0,14.0,15.0,11.0,15.0,15.0,15.0,11.0,16.0,17.0,15.0,11.0,14.0,14.0,15.0,12.0,13.0,20.0,17.0,13.0,19.0,15.0,13.0,13.0,14.0,14.0,15.0,13.0,16.0,14.0,14.0,13.0,16.0,15.0,17.0,14.0,17.0,14.0,14.0,3.0,7.0,5.0,6.0,3.0,6.0,7.0,6.0,3.0,7.0,8.0,6.0,3.0,5.0,7.0,6.0,4.0,4.0,10.0,7.0,5.0,7.0,7.0,5.0,5.0,6.0,5.0,7.0,6.0,9.0,6.0,7.0,6.0,7.0,7.0,12.0,6.0,9.0,5.0,7.0,56.0,68.0,87.0,71.0,56.0,81.0,91.0,71.0,56.0,73.0,87.0,71.0,56.0,71.0,84.0,75.0,60.0,81.0,88.0,65.0,56.0,109.0,88.0,72.0,64.0,93.0,97.0,70.0,62.0,56.0,71.0,62.0,50.0,60.0,87.0,41.0,63.0,55.0,88.0,58.0
1573,29.0,20.0,18.0,13.0,20.0,23.0,12.0,13.0,20.0,18.0,20.0,13.0,29.0,14.0,11.0,9.0,17.0,24.0,11.0,13.0,17.0,14.0,11.0,14.0,17.0,20.0,11.0,14.0,17.0,20.0,15.0,11.0,17.0,16.0,14.0,11.0,17.0,17.0,17.0,16.0,30.0,17.0,19.0,12.0,22.0,21.0,13.0,15.0,22.0,17.0,18.0,12.0,30.0,14.0,13.0,11.0,20.0,25.0,14.0,12.0,20.0,15.0,13.0,14.0,20.0,20.0,13.0,13.0,20.0,18.0,17.0,12.0,20.0,16.0,14.0,11.0,20.0,16.0,15.0,15.0,21.0,11.0,11.0,7.0,14.0,12.0,7.0,7.0,14.0,10.0,11.0,6.0,21.0,8.0,7.0,5.0,13.0,18.0,7.0,6.0,13.0,9.0,7.0,10.0,13.0,12.0,8.0,6.0,13.0,12.0,10.0,6.0,13.0,10.0,8.0,7.0,13.0,8.0,12.0,10.0,42.0,39.0,50.0,30.0,36.0,28.0,31.0,29.0,36.0,21.0,21.0,32.0,42.0,30.0,25.0,27.0,31.0,34.0,25.0,28.0,31.0,28.0,18.0,29.0,27.0,19.0,29.0,20.0,27.0,16.0,40.0,28.0,27.0,27.0,29.0,33.0,27.0,17.0,8.0,24.0
1650,20.0,24.0,27.0,27.0,21.0,21.0,23.0,23.0,20.0,20.0,25.0,24.0,19.0,22.0,25.0,27.0,23.0,19.0,28.0,20.0,20.0,19.0,24.0,25.0,20.0,23.0,24.0,26.0,20.0,23.0,24.0,24.0,23.0,21.0,24.0,22.0,19.0,20.0,24.0,22.0,22.0,22.0,24.0,24.0,21.0,20.0,22.0,23.0,22.0,19.0,22.0,22.0,20.0,19.0,23.0,24.0,22.0,18.0,24.0,21.0,21.0,18.0,21.0,23.0,22.0,20.0,22.0,24.0,22.0,20.0,22.0,23.0,24.0,20.0,22.0,22.0,20.0,19.0,21.0,22.0,13.0,14.0,15.0,15.0,12.0,12.0,13.0,13.0,12.0,11.0,14.0,13.0,11.0,12.0,14.0,15.0,14.0,9.0,16.0,10.0,13.0,11.0,13.0,15.0,12.0,12.0,14.0,15.0,13.0,11.0,14.0,14.0,14.0,11.0,14.0,15.0,11.0,11.0,13.0,13.0,80.0,53.0,49.0,62.0,77.0,53.0,50.0,65.0,76.0,59.0,50.0,68.0,75.0,49.0,52.0,60.0,76.0,61.0,54.0,77.0,83.0,61.0,54.0,64.0,79.0,57.0,54.0,65.0,86.0,56.0,56.0,66.0,82.0,64.0,58.0,66.0,81.0,56.0,56.0,72.0
1682,16.0,6.0,9.0,11.0,8.0,9.0,8.0,11.0,9.0,7.0,11.0,11.0,9.0,8.0,9.0,11.0,8.0,7.0,9.0,11.0,9.0,7.0,8.0,10.0,9.0,7.0,9.0,8.0,8.0,6.0,9.0,9.0,10.0,5.0,8.0,11.0,9.0,9.0,10.0,9.0,18.0,9.0,11.0,12.0,10.0,12.0,11.0,14.0,11.0,12.0,13.0,13.0,11.0,12.0,11.0,14.0,10.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,11.0,10.0,10.0,12.0,12.0,11.0,9.0,11.0,14.0,11.0,13.0,13.0,11.0,12.0,4.0,4.0,5.0,5.0,6.0,4.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,5.0,6.0,2.0,5.0,6.0,6.0,6.0,8.0,6.0,34.0,31.0,36.0,41.0,28.0,61.0,42.0,51.0,31.0,38.0,42.0,46.0,26.0,47.0,42.0,50.0,28.0,48.0,42.0,48.0,31.0,34.0,40.0,51.0,26.0,42.0,46.0,40.0,31.0,36.0,43.0,36.0,31.0,42.0,46.0,56.0,28.0,48.0,48.0,27.0
1741,15.0,15.0,17.0,16.0,15.0,15.0,17.0,14.0,14.0,15.0,15.0,17.0,14.0,16.0,16.0,16.0,12.0,16.0,17.0,15.0,13.0,16.0,17.0,18.0,13.0,16.0,16.0,14.0,13.0,14.0,15.0,13.0,14.0,16.0,16.0,15.0,13.0,15.0,14.0,13.0,15.0,15.0,15.0,16.0,15.0,15.0,16.0,16.0,15.0,16.0,15.0,18.0,16.0,15.0,15.0,14.0,14.0,15.0,15.0,16.0,15.0,16.0,16.0,17.0,15.0,16.0,16.0,15.0,15.0,15.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,11.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,11.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,7.0,8.0,54.0,51.0,45.0,55.0,59.0,55.0,49.0,57.0,59.0,54.0,50.0,56.0,57.0,50.0,45.0,49.0,55.0,50.0,48.0,56.0,56.0,55.0,52.0,57.0,59.0,53.0,52.0,58.0,58.0,53.0,48.0,51.0,56.0,53.0,47.0,54.0,55.0,49.0,44.0,48.0
1789,119.0,21.0,10.0,13.0,19.0,16.0,12.0,15.0,19.0,18.0,12.0,15.0,19.0,17.0,12.0,13.0,19.0,17.0,12.0,18.0,19.0,20.0,13.0,13.0,19.0,18.0,13.0,15.0,19.0,19.0,10.0,13.0,16.0,17.0,14.0,14.0,18.0,19.0,16.0,12.0,124.0,19.0,14.0,15.0,18.0,16.0,13.0,16.0,18.0,18.0,14.0,17.0,17.0,17.0,15.0,15.0,18.0,18.0,16.0,18.0,17.0,20.0,16.0,16.0,17.0,18.0,16.0,15.0,19.0,18.0,17.0,14.0,15.0,18.0,17.0,14.0,16.0,17.0,21.0,13.0,96.0,10.0,5.0,6.0,9.0,7.0,5.0,6.0,9.0,9.0,6.0,6.0,8.0,8.0,7.0,6.0,9.0,8.0,6.0,8.0,8.0,9.0,7.0,6.0,8.0,9.0,6.0,7.0,10.0,8.0,6.0,7.0,7.0,9.0,8.0,6.0,8.0,9.0,8.0,5.0,151.0,53.0,90.0,71.0,70.0,72.0,67.0,71.0,71.0,69.0,74.0,72.0,64.0,75.0,77.0,73.0,70.0,74.0,76.0,68.0,67.0,86.0,72.0,80.0,64.0,72.0,80.0,68.0,75.0,69.0,101.0,68.0,67.0,60.0,81.0,61.0,66.0,58.0,98.0,64.0
1873,11.0,7.0,9.0,9.0,11.0,8.0,8.0,9.0,11.0,9.0,8.0,10.0,9.0,8.0,9.0,9.0,10.0,8.0,7.0,11.0,9.0,8.0,7.0,10.0,9.0,7.0,8.0,9.0,10.0,8.0,8.0,10.0,9.0,8.0,8.0,8.0,11.0,6.0,8.0,10.0,12.0,11.0,12.0,12.0,12.0,10.0,11.0,12.0,12.0,10.0,10.0,13.0,10.0,11.0,10.0,11.0,10.0,10.0,9.0,12.0,10.0,10.0,10.0,11.0,10.0,11.0,10.0,11.0,11.0,10.0,10.0,11.0,10.0,11.0,11.0,10.0,13.0,10.0,10.0,11.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,4.0,2.0,4.0,6.0,4.0,3.0,5.0,6.0,4.0,3.0,7.0,6.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,7.0,3.0,4.0,5.0,34.0,42.0,44.0,37.0,34.0,44.0,42.0,37.0,34.0,34.0,37.0,44.0,39.0,37.0,38.0,37.0,39.0,42.0,40.0,38.0,39.0,38.0,41.0,42.0,39.0,39.0,40.0,40.0,39.0,39.0,43.0,41.0,33.0,50.0,51.0,40.0,44.0,51.0,44.0,40.0
